lat,lng,alt,date,bgid
40.6761245728,-74.0015029907,13.4555835724,2017-02-11 04:24:32,360470059002
40.6641464233,-73.9916534424,31.1543064117,2017-02-11 04:30:56,360470143001
40.6602287292,-73.9947052002,33,2017-02-11 15:02:24,360470145002
40.6440925598,-74.0006561279,30,2017-02-11 15:08:48,360470094003
40.6388092041,-74.0090179443,30,2017-02-11 15:51:28,360470104003
40.6390419006,-74.0154266357,30,2017-02-11 16:00:00,360470102002
40.6340751648,-74.0204086304,29.3748264313,2017-02-11 16:10:40,360470126002
40.6357192993,-74.0260772705,30,2017-02-11 19:12:00,360470068004
40.6308937073,-74.0279998779,30,2017-02-11 19:35:28,360470066002
40.6357727051,-74.0260314941,31.5862216949,2017-02-11 20:07:28,360470068004
40.6412658691,-74.0179443359,40.7926902771,2017-02-11 20:39:28,360470074002
40.6543388367,-74.0042190552,16.3472175598,2017-02-11 20:45:52,360470084001
40.6638412476,-73.9943771362,33,2017-02-11 20:52:16,360470143002
40.6642112732,-73.9915847778,31.768945694,2017-02-12 03:54:40,360470143001
40.6640968323,-73.9928741455,30.5632534027,2017-02-12 17:31:44,360470143001
40.6703834534,-73.9885253906,24.1656665802,2017-02-12 18:42:08,360470137003
40.6739006042,-73.9930419922,19.8846473694,2017-02-12 18:50:40,360470119001
40.6839599609,-73.9951858521,26.0187625885,2017-02-12 18:59:12,360470067001
40.6781921387,-73.9962081909,26.1452198029,2017-02-12 20:54:24,360470077004
40.6705055237,-73.9885253906,24.7893562317,2017-02-12 20:58:40,360470137003
40.6650428772,-73.9932174683,33,2017-02-12 21:05:04,360470143001
40.6703338623,-73.9885482788,24.5142936707,2017-02-13 12:41:36,360470137003
40.6755981445,-73.996963501,19.4586429596,2017-02-13 12:52:16,360470077003
40.6830062866,-73.9956130981,33,2017-02-13 12:58:40,360470067002
40.6778411865,-73.998008728,25.0108337402,2017-02-13 14:32:32,360470077003
40.6704978943,-73.98853302,24.964931488,2017-02-13 16:17:04,360470137003
40.6652145386,-73.9931564331,25.2630844116,2017-02-13 16:23:28,360470143001
40.6641693115,-73.99168396,32.2553977966,2017-02-13 16:49:04,360470143001
40.6605606079,-73.997756958,33.6917419434,2017-02-14 11:35:28,360470101001
40.6703224182,-73.9885559082,24.0571880341,2017-02-14 11:41:52,360470137003
40.6798057556,-73.995262146,24.9968070984,2017-02-14 11:50:24,360470077004
40.6741294861,-73.9924545288,29.9247436523,2017-02-14 14:43:12,360470119001
40.7304954529,-73.9926757812,18.0827903748,2017-02-14 14:51:44,360610057002
40.7544136047,-73.9869766235,18.3524246216,2017-02-14 14:58:08,360610113001
40.7530555725,-73.9813079834,26.5806407928,2017-02-14 18:27:12,360610084001
40.750125885,-73.9879455566,22.0159854889,2017-02-14 21:56:16,360610109001
40.7374954224,-73.9970932007,11.6773319244,2017-02-14 22:00:32,360610081004
40.7393875122,-74.0027542114,10,2017-02-14 22:09:04,360610077001
40.7381668091,-74.0039291382,10.6422052383,2017-02-14 22:17:36,360610077004
40.733089447,-74.0027923584,9.8336648941,2017-02-15 00:10:40,360610073004
40.7245292664,-74.001953125,10,2017-02-15 00:17:04,360610047001
40.7202033997,-73.9990921021,11.8419647217,2017-02-15 01:48:48,360610045001
40.7181396484,-73.9936981201,14,2017-02-15 01:57:20,360610018005
40.7026977539,-73.9879379272,14,2017-02-15 02:05:52,360470021002
40.6838684082,-73.9785461426,29.8937187195,2017-02-15 02:12:16,360470129011
40.670501709,-73.9885482788,25.0135574341,2017-02-15 02:22:56,360470137003
40.6641540527,-73.991607666,31.7257575989,2017-02-15 02:27:12,360470143001
40.6703300476,-73.9885559082,24.011762619,2017-02-15 11:41:52,360470137003
40.6807289124,-73.9945449829,24.6263561249,2017-02-15 11:58:56,360470075005
40.6733093262,-73.9954605103,24.3403625488,2017-02-15 13:26:24,360470119001
40.6663475037,-73.9919586182,33,2017-02-15 13:32:48,360470141003
40.6702690125,-73.988609314,25.3931102753,2017-02-15 16:25:36,360470139004
40.6836662292,-73.9787063599,28.863904953,2017-02-15 16:36:16,360470129011
40.7263412476,-73.9986877441,14,2017-02-15 16:59:44,360610055013
40.6642150879,-73.9915847778,30.5805969238,2017-02-16 01:10:24,360470143001
40.6686439514,-73.9901657104,33,2017-02-16 15:17:20,360470117001
40.6763191223,-73.9988250732,22.5555362701,2017-02-16 15:36:32,360470065007
40.6814880371,-73.9962539673,30.9863033295,2017-02-16 16:46:56,360470075005
40.6862258911,-73.9940643311,25.6110591888,2017-02-16 18:12:16,360470045003
40.6885719299,-73.9889678955,32.8237190247,2017-02-16 18:48:32,360470043002
40.6844711304,-73.9785385132,39.5679969788,2017-02-16 18:54:56,360470039003
40.678314209,-73.9791870117,30.4508800507,2017-02-16 19:01:20,360470131002
40.6712799072,-73.9845428467,33,2017-02-16 19:07:44,360470137001
40.6665039062,-73.9885940552,33,2017-02-16 19:14:08,360470141003
40.6642837524,-73.9915847778,29.7819404602,2017-02-17 03:14:08,360470143001
40.6704139709,-73.9885025024,24.1358661652,2017-02-17 16:32:00,360470137003
40.7422828674,-73.9944610596,17.8718490601,2017-02-17 17:12:32,360610087001
40.7380027771,-73.9922790527,14.663608551,2017-02-17 18:52:48,360610054001
40.7337265015,-73.9952850342,15.4867143631,2017-02-17 18:59:12,360610063002
40.7274169922,-73.9952774048,14,2017-02-17 19:05:36,360610055011
40.7188186646,-74.0024337769,10,2017-02-17 19:09:52,360610033001
40.7126579285,-74.0078125,10,2017-02-17 19:16:16,360610021001
40.7078895569,-74.0128707886,8.09545898438,2017-02-17 19:50:24,360610013002
40.6938705444,-73.9911727905,45.7248382568,2017-02-17 19:56:48,360470009001
40.6838989258,-73.9785461426,29.0306415558,2017-02-17 20:03:12,360470129011
40.6651115417,-73.9931716919,26.4803981781,2017-02-17 20:09:36,360470143001
40.6641769409,-73.9916687012,31.0746860504,2017-02-18 19:29:04,360470143001
40.6810340881,-73.9687194824,33,2017-02-18 19:58:56,360470163001
40.6820449829,-73.9604568481,33,2017-02-18 20:22:24,360470227003
40.6829223633,-73.9677429199,33,2017-02-18 21:39:12,360470199003
40.6777496338,-73.9688415527,33,2017-02-18 21:49:52,360470163002
40.6757850647,-73.9634399414,39.5646324158,2017-02-18 23:51:28,360470205003
40.6729774475,-73.9696884155,34.0566291809,2017-02-19 00:59:44,360470159001
40.6727142334,-73.9767456055,33.3935127258,2017-02-19 01:14:40,360470157003
40.6722793579,-73.9837112427,28.9290733337,2017-02-19 01:31:44,360470135002
40.6680107117,-73.9872741699,33,2017-02-19 01:40:16,360470139003
40.664276123,-73.9915924072,30.0252552032,2017-02-19 01:53:04,360470143001
40.6726264954,-74.0002746582,32.0198478699,2017-02-19 16:19:12,360470053001
40.682182312,-73.9951934814,27.4713344574,2017-02-19 16:23:28,360470075005
40.6842269897,-73.9950485229,29.5180473328,2017-02-19 16:34:08,360470067001
40.6890716553,-73.9899978638,28.6321697235,2017-02-19 18:16:32,360470043001
40.6861839294,-73.9828948975,22.1376190186,2017-02-19 18:27:12,360470041001
40.6843605042,-73.9769439697,33,2017-02-19 18:35:44,360470035001
40.6799163818,-73.9780731201,26.4956436157,2017-02-19 18:57:04,360470129023
40.6713294983,-73.9845428467,25.6126041412,2017-02-19 19:05:36,360470137001
40.6673240662,-73.9878768921,32.7579116821,2017-02-19 19:09:52,360470139002
40.6698150635,-73.9892044067,30.6537246704,2017-02-20 11:39:44,360470121002
40.6728057861,-73.9959411621,27.0592498779,2017-02-20 11:46:08,360470119001
40.6840400696,-73.9950790405,27.2390537262,2017-02-20 11:56:48,360470075001
40.6883125305,-73.9894485474,33,2017-02-20 13:28:32,360470043004
40.6957817078,-73.9660263062,23.9747200012,2017-02-20 13:34:56,360470191002
40.7402763367,-73.8996124268,16.1083641052,2017-02-20 13:41:20,360810243004
40.7490386963,-73.8910522461,23,2017-02-20 13:49:52,360810289003
40.7496452332,-73.8851089478,23,2017-02-20 13:58:24,360810283004
40.745803833,-73.8884735107,23.0057945251,2017-02-20 15:15:12,360810267003
40.7461853027,-73.899887085,21.8931617737,2017-02-20 15:38:40,360810261004
40.7411651611,-73.8995513916,19.7686862946,2017-02-20 15:57:52,360810247001
40.7236061096,-73.9376373291,16.7905502319,2017-02-20 16:04:16,360470449004
40.7005653381,-73.9865341187,24.6923828125,2017-02-20 16:08:32,360470023001
40.6758422852,-74.0009307861,14.2469739914,2017-02-20 16:14:56,360470059002
40.6682243347,-73.9963302612,9.43170547485,2017-02-20 16:19:12,360470018001
40.6642456055,-73.9916305542,30.2715301514,2017-02-20 16:25:36,360470143001
40.66981887817383,-73.98905181884766,33,2017-02-21 12:48:00,360470139004
40.68061828613281,-73.99456787109375,25.094951629638672,2017-02-21 12:56:32,360470075004
40.724327087402344,-73.99425506591797,24.993152618408203,2017-02-21 14:56:00,360610043001
40.754302978515625,-73.98430633544922,10.465455055236816,2017-02-21 15:06:40,360610084001
40.73307800292969,-74,7.6522979736328125,2017-02-21 21:22:08,360610071005
40.71431350708008,-73.9943618774414,7.909197807312012,2017-02-21 21:26:24,360610016001
40.6839714050293,-73.97860717773438,30.89415168762207,2017-02-21 21:37:04,360470129011
40.677127838134766,-73.98326873779297,20.45519256591797,2017-02-21 21:43:28,360470119003
40.665245056152344,-73.99295043945312,33,2017-02-21 21:49:52,360470143001
40.66935348510742,-73.98646545410156,31.06432342529297,2017-02-22 21:45:36,360470137003
40.66920471191406,-73.98986053466797,32.416080474853516,2017-02-22 21:58:24,360470117001
40.66416549682617,-73.99163055419922,30.278532028198242,2017-02-23 00:12:48,360470143001
40.6701545715332,-73.99747467041016,20.42862319946289,2017-02-23 09:44:32,360470119001
40.6888427734375,-73.99909973144531,16.9154109954834,2017-02-23 09:48:48,360470047001
40.7608757019043,-73.89798736572266,13.275697708129883,2017-02-23 09:59:28,360810309021
40.771087646484375,-73.87422180175781,10.069069862365723,2017-02-23 10:03:44,360810357001
40.77056121826172,-73.8651123046875,17.143756866455078,2017-02-23 10:12:16,360810331001
40.77708435058594,-73.84738159179688,12.822041511535645,2017-02-23 11:05:36,360810919003
42.36301803588867,-71.01604461669922,16.796674728393555,2017-02-23 11:50:24,None
42.350860595703125,-71.03919982910156,7.8282599449157715,2017-02-23 12:09:36,None
42.36866760253906,-71.06480407714844,7.8282599449157715,2017-02-23 12:13:52,None
42.36042404174805,-71.0865707397461,8.72544002532959,2017-02-23 12:20:16,None
42.34904098510742,-71.06690216064453,8.783061981201172,2017-02-23 21:24:16,None
42.348793029785156,-71.04619598388672,7.600063323974609,2017-02-23 21:32:48,None
42.352481842041016,-71.05532836914062,8.872328758239746,2017-02-23 21:37:04,None
42.34821701049805,-71.04166412353516,8.983572006225586,2017-02-23 21:47:44,None
42.37151336669922,-71.02333068847656,5.149326324462891,2017-02-23 22:06:56,None
42.36215591430664,-71.01892852783203,8.140852928161621,2017-02-23 22:13:20,None
42.366615295410156,-71.01741790771484,8.016528129577637,2017-02-23 22:17:36,None
42.37101745605469,-71.00721740722656,8.434538841247559,2017-02-24 00:38:24,None
40.661537170410156,-73.8334732055664,-2.564453125,2017-02-24 01:29:36,360810884008
40.692386627197266,-73.9872055053711,58.3721809387207,2017-02-24 01:46:40,360470011001
40.68387985229492,-73.97860717773438,28.512563705444336,2017-02-24 01:59:28,360470129011
40.66714096069336,-73.99154663085938,24.49860382080078,2017-02-24 02:05:52,360470117002
40.67653274536133,-73.99877166748047,30.925090789794922,2017-02-24 14:11:12,360470065006
40.683990478515625,-73.99520874023438,25.755107879638672,2017-02-24 14:21:52,360470067001
40.67951965332031,-73.99727630615234,28.93868064880371,2017-02-24 16:00:00,360470065003
40.686763763427734,-73.99052429199219,33,2017-02-24 16:38:24,360470043004
40.679752349853516,-73.99533081054688,23.947370529174805,2017-02-24 16:49:04,360470077004
40.6656494140625,-73.99246215820312,30.18706703186035,2017-02-24 17:01:52,360470141002
40.67382049560547,-73.99877166748047,17.770767211914062,2017-02-25 14:02:40,360470077003
40.684173583984375,-73.99504089355469,27.003604888916016,2017-02-25 14:09:04,360470067001
40.686912536621094,-73.99034118652344,26.234344482421875,2017-02-25 15:42:56,360470043003
40.685211181640625,-73.98484802246094,21.0130615234375,2017-02-25 15:49:20,360470041003
40.68193817138672,-73.97815704345703,33,2017-02-25 15:57:52,360470129011
40.6776237487793,-73.9831771850586,27.110872268676758,2017-02-25 16:29:52,360470119003
40.67134094238281,-73.98793029785156,24.596399307250977,2017-02-25 16:42:40,360470121001
40.66703414916992,-73.99156188964844,23.51919174194336,2017-02-25 16:51:12,360470117002
40.6567497253418,-74.0053939819336,23.54386329650879,2017-02-25 20:13:52,360470018001
40.65720748901367,-74.00814056396484,16,2017-02-25 20:45:52,360470018001
40.66830062866211,-73.99819946289062,16,2017-02-25 20:54:24,360470018001
40.65700149536133,-74.00852966308594,11.754959106445312,2017-02-25 20:58:40,360470018001
40.65351867675781,-74.00447082519531,15.949786186218262,2017-02-25 21:13:36,360470084001
40.66039276123047,-73.99788665771484,17.54659652709961,2017-02-25 22:13:20,360470101001
40.670066833496094,-73.98902893066406,23.740554809570312,2017-02-25 22:17:36,360470121002
40.67288589477539,-73.99403381347656,29.22628402709961,2017-02-25 22:24:00,360470119001
40.68067169189453,-73.99462890625,24.580923080444336,2017-02-25 22:28:16,360470075005
40.67680358886719,-73.99859619140625,24.124326705932617,2017-02-26 00:02:08,360470065006
40.66515350341797,-73.99351501464844,25.598596572875977,2017-02-26 00:06:24,360470143001
40.66427993774414,-73.99153137207031,30.357006072998047,2017-02-26 02:29:20,360470143001
40.66806411743164,-73.97738647460938,33,2017-02-27 00:42:40,360470153001
40.66885757446289,-73.95088958740234,43.378570556640625,2017-02-27 00:49:04,360470321001
40.66952133178711,-73.94279479980469,29.20069122314453,2017-02-27 00:51:12,360470337003
40.66926956176758,-73.93834686279297,28.417430877685547,2017-02-27 00:51:12,360470337001
40.669193267822266,-73.93622589111328,28.284881591796875,2017-02-27 00:51:12,360470353002
40.70095443725586,-73.86602783203125,28,2017-02-27 01:04:00,360810641021
40.72011947631836,-73.78214263916016,22.306455612182617,2017-02-27 01:08:16,360810472002
40.73050308227539,-73.75414276123047,22,2017-02-27 01:14:40,360811291022
40.74847412109375,-73.75907897949219,22,2017-02-27 04:01:04,360811367004
40.72613525390625,-73.90287017822266,18.906713485717773,2017-02-27 04:07:28,360810511001
40.68392562866211,-74.00000762939453,17.96422576904297,2017-02-27 04:18:08,360470063001
40.66493225097656,-73.99563598632812,11.788679122924805,2017-02-27 04:28:48,360470143002
40.67034149169922,-73.98856353759766,30.545839309692383,2017-02-27 12:48:00,360470137003
40.68067169189453,-73.9945297241211,24.386085510253906,2017-02-27 12:54:24,360470075004
40.68411636352539,-73.99512481689453,30.529743194580078,2017-02-27 13:07:12,360470067001
40.67904281616211,-73.99750518798828,27.59164047241211,2017-02-27 14:28:16,360470065004
40.676300048828125,-73.9988021850586,23.24557113647461,2017-02-27 14:41:04,360470077003
40.67292785644531,-73.99422454833984,28.435319900512695,2017-02-27 19:50:24,360470119001
40.67041015625,-73.98815155029297,27.441396713256836,2017-02-27 19:58:56,360470137003
40.664642333984375,-73.9901123046875,36.487430572509766,2017-02-27 20:07:28,360470141002
40.67012405395508,-73.98900604248047,25.987560272216797,2017-02-28 11:39:44,360470121002
40.670989990234375,-74.00247192382812,106.5657958984375,2017-02-28 17:29:36,360470053001
40.6650276184082,-73.99121856689453,169.6053466796875,2017-02-28 21:20:00,360470141002
40.670631408691406,-74.0016860961914,29.726552963256836,2017-03-01 14:51:44,360470053001
40.6643180847168,-73.9915542602539,29.372737884521484,2017-03-01 15:02:24,360470143001
40.670650482177734,-74.00154876708984,29.15301513671875,2017-03-02 00:38:24,360470053001
40.66425323486328,-73.99169158935547,31.504257202148438,2017-03-02 00:53:20,360470143001
40.67670822143555,-74.00115203857422,15.7242431640625,2017-03-02 09:48:48,360470065007
40.72595977783203,-73.93193817138672,18.09592628479004,2017-03-02 09:57:20,360470449004
40.7681884765625,-73.86761474609375,25.0423583984375,2017-03-02 10:05:52,360810357003
40.77252197265625,-73.86418151855469,5.350965976715088,2017-03-02 10:59:12,360810331001
40.826637268066406,-73.82093811035156,16.99127769470215,2017-03-02 11:07:44,360050162001
40.878509521484375,-73.81986999511719,14.025796890258789,2017-03-03 13:20:00,360050504001
40.767608642578125,-73.83966064453125,19.209760665893555,2017-03-03 13:30:40,360810907001
40.739234924316406,-73.85586547851562,19.066173553466797,2017-03-03 13:39:12,360810437022
40.72605895996094,-73.90264129638672,17.380680084228516,2017-03-03 13:49:52,360810517001
40.734073638916016,-73.92108154296875,16.382728576660156,2017-03-03 14:00:32,360810205002
40.71945571899414,-73.94571685791016,16.382728576660156,2017-03-03 14:06:56,360470477001
40.70509338378906,-73.97134399414062,16.056053161621094,2017-03-03 14:17:36,360470543001
40.676109313964844,-73.99866485595703,34,2017-03-03 14:26:08,360470077003
40.664730072021484,-73.99269104003906,34,2017-03-03 14:36:48,360470143001
40.66767501831055,-73.98755645751953,35.583740234375,2017-03-03 15:53:36,360470139003
40.66959762573242,-73.98709106445312,34,2017-03-03 16:04:16,360470137003
40.67343521118164,-73.99449157714844,34,2017-03-03 16:23:28,360470119001
40.681095123291016,-73.99626159667969,34,2017-03-03 16:32:00,360470075005
40.67616653442383,-73.99766540527344,30.835494995117188,2017-03-03 18:33:36,360470077003
40.66505813598633,-73.99333190917969,34,2017-03-03 18:44:16,360470143001
40.66981506347656,-73.9892807006836,34,2017-03-04 14:00:32,360470121002
40.679386138916016,-73.99562072753906,32.70186233520508,2017-03-04 14:09:04,360470077004
40.68391418457031,-73.99520874023438,27.32306671142578,2017-03-04 14:15:28,360470067001
40.68082046508789,-73.9944076538086,34,2017-03-04 15:42:56,360470075004
40.70148849487305,-73.98696899414062,32.42463684082031,2017-03-04 15:49:20,360470021002
40.72012710571289,-73.98809814453125,9.017324447631836,2017-03-04 15:53:36,360610030012
40.73303985595703,-73.99991607666016,13.218655586242676,2017-03-04 16:00:00,360610063005
40.749961853027344,-73.98796844482422,14.499649047851562,2017-03-04 16:06:24,360610109001
40.75477981567383,-73.98404693603516,17.26862335205078,2017-03-04 16:10:40,360610084001
40.764713287353516,-73.96636962890625,26,2017-03-04 16:17:04,360610114021
40.75226593017578,-73.9289779663086,14.26913833618164,2017-03-04 16:23:28,360810055001
40.7465705871582,-73.89118194580078,22.87588119506836,2017-03-04 16:29:52,360810267003
40.75096130371094,-73.88933563232422,20.009138107299805,2017-03-04 16:55:28,360810287003
40.746307373046875,-73.89037322998047,23,2017-03-04 19:01:20,360810267003
40.75906753540039,-73.95348358154297,23.823286056518555,2017-03-04 19:37:36,360610238011
40.753929138183594,-73.98464965820312,25.062118530273438,2017-03-04 19:46:08,360610084001
40.72527313232422,-73.99581909179688,22.451181411743164,2017-03-04 19:54:40,360610055022
40.69763946533203,-73.99321746826172,12.127487182617188,2017-03-04 19:58:56,360470005011
40.68061447143555,-73.99456787109375,26.13218116760254,2017-03-04 20:07:28,360470075004
40.667388916015625,-73.99147033691406,34,2017-03-04 20:16:00,360470117002
40.664329528808594,-73.9914779663086,28.678565979003906,2017-03-05 11:35:28,360470143001
